Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-05-11 02:32:30,4402,120,558,3724
Albania,Albanie,Europe,2020-05-11 02:32:30,868,31,650,187
Algeria,Algérie,Afrique,2020-05-11 02:32:30,5723,502,2678,2543
Andorra,Andorre,Europe,2020-05-11 02:32:30,755,48,550,157
Angola,Angola,Afrique,2020-05-11 02:32:30,45,2,13,30
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-05-11 02:32:30,25,3,19,3
Arab Republic of Egypt,Égypte,Afrique,2020-05-11 02:32:30,9400,525,2075,6800
Argentina,Argentine,Amérique du Sud,2020-05-11 02:32:30,6034,305,1757,3972
Armenia,Arménie,Asie,2020-05-11 02:32:30,3313,45,1325,1943
Australia,Australie,Océanie,2020-05-11 02:32:30,6948,97,6167,684
Austria,Autriche,Europe,2020-05-11 02:32:30,15871,618,13991,1262
Azerbaijan,Azebaïdjan,Asie,2020-05-11 02:32:30,2519,32,1650,837
Bahrain,Bahrein,Asie,2020-05-11 02:32:30,4941,8,2070,2863
Bangladesh,Bangladesh,Asie,2020-05-11 02:32:30,14657,228,2650,11779
Barbados,Barbados,Amérique Centrale,2020-05-11 02:32:30,84,7,57,20
Belarus,Biélorusse,Europe,2020-05-11 02:32:30,22973,131,6406,16436
Belgium,Belgique,Europe,2020-05-11 02:32:30,53081,8656,13642,30783
Belize,Belize,Amérique Centrale,2020-05-11 02:32:30,18,2,16,0
Benin,Bénin,Afrique,2020-05-11 02:32:30,319,2,62,255
Bhutan,Bhoutan,Asie,2020-05-11 02:32:30,7,0,5,2
Bolivia,Bolivie,Amérique du Sud,2020-05-11 02:32:30,2556,118,273,2165
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-05-11 02:32:30,2117,107,1106,904
Botswana,Botswana,Afrique,2020-05-11 02:32:30,23,1,12,10
Brazil,Brésil,Amérique du Sud,2020-05-11 02:32:30,162699,11123,64957,86619
Brunei Darussalam,Brunei,Asie,2020-05-11 02:32:30,141,1,134,6
Bulgaria,Bulgarie,Europe,2020-05-11 02:32:30,1965,91,444,1430
Burkina Faso,Burkina Faso,Afrique,2020-05-11 02:32:30,751,49,577,125
Burundi,Burundi,Afrique,2020-05-11 02:32:30,15,1,7,7
Cambodia,Cambodge,Asie,2020-05-11 02:32:30,122,0,120,2
Cameroon,Cameroun,Afrique,2020-05-11 02:32:30,2579,114,1465,1000
Canada,Canada,Amérique du Nord,2020-05-11 02:32:30,70091,4991,32109,32991
Cape Verde,Cap Vert,Afrique,2020-05-11 02:32:30,246,2,56,188
Central African Republic,République d’Afrique Centrale,Afrique,2020-05-11 02:32:30,143,0,10,133
Chad,Tchad,Afrique,2020-05-11 02:32:30,322,31,53,238
Chile,Chili,Amérique du Sud,2020-05-11 02:32:30,28866,312,13112,15442
China,Chine,Asie,2020-05-11 02:32:30,84010,4637,79167,206
Colombia,Colombie,Amérique du Sud,2020-05-11 02:32:30,11063,463,2705,7895
Comoros,Les Comores,Afrique,2020-05-11 02:32:30,11,1,0,10
Congo,Congo,Afrique,2020-05-11 02:32:30,274,10,33,231
Costa Rica,Costa Rica,Amérique du Sud,2020-05-11 02:32:30,792,7,501,284
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-05-11 02:32:30,1700,21,794,885
Croatia,Croatie,Europe,2020-05-11 02:32:30,2187,90,1764,333
Cuba,Cuba,Amérique Centrale,2020-05-11 02:32:30,1766,77,1193,496
Cyprus,Chypre,Europe,2020-05-11 02:32:30,898,16,401,481
Czech Republic,République Tchèque,Europe,2020-05-11 02:32:30,8123,280,4474,3369
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-05-11 02:32:30,991,41,136,814
Denmark,Danemark,Europe,2020-05-11 02:32:30,10627,529,8415,1683
Diamond Princess,Diamond Princess,,2020-05-11 02:32:30,712,13,651,48
Djibouti,Djibouti,Afrique,2020-05-11 02:32:30,1210,3,847,360
Dominica,Dominique,Amérique Centrale,2020-05-11 02:32:30,16,0,15,1
Dominican Republic,République Dominicaine,Amérique Centrale,2020-05-11 02:32:30,10347,388,2763,7196
