Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-04-08 22:51:58,444,14,29,401
Albania,Albanie,Europe,2020-04-08 22:51:58,400,22,154,224
Algeria,Algérie,Afrique,2020-04-08 22:51:58,1572,205,237,1130
Andorra,Andorre,Europe,2020-04-08 22:51:58,564,23,52,489
Angola,Angola,Afrique,2020-04-08 22:51:58,19,2,2,15
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-04-08 22:51:58,19,2,0,17
Arab Republic of Egypt,Égypte,Afrique,2020-04-08 22:51:58,1560,103,305,1152
Argentina,Argentine,Amérique du Sud,2020-04-08 22:51:58,1715,63,358,1294
Armenia,Arménie,Asie,2020-04-08 22:51:58,881,9,114,758
Australia,Australie,Océanie,2020-04-08 22:51:58,6010,50,1080,4880
Austria,Autriche,Europe,2020-04-08 22:51:58,12942,273,4512,8157
Azerbaijan,Azebaïdjan,Asie,2020-04-08 22:51:58,822,8,63,751
Bahrain,Bahrein,Asie,2020-04-08 22:51:58,823,5,477,341
Bangladesh,Bangladesh,Asie,2020-04-08 22:51:58,218,20,33,165
Barbados,Barbados,Amérique Centrale,2020-04-08 22:51:58,63,3,8,52
Belarus,Biélorusse,Europe,2020-04-08 22:51:58,1066,13,77,976
Belgium,Belgique,Europe,2020-04-08 22:51:58,23403,2240,4681,16482
Belize,Belize,Amérique Centrale,2020-04-08 22:51:58,8,1,0,7
Benin,Bénin,Afrique,2020-04-08 22:51:58,26,1,5,20
Bhutan,Bhoutan,Asie,2020-04-08 22:51:58,5,0,2,3
Bolivia,Bolivie,Amérique du Sud,2020-04-08 22:51:58,210,15,2,193
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-04-08 22:51:58,804,34,79,691
Botswana,Botswana,Afrique,2020-04-08 22:51:58,6,1,0,5
Brazil,Brésil,Amérique du Sud,2020-04-08 22:51:58,16170,819,127,15224
Brunei Darussalam,Brunei,Asie,2020-04-08 22:51:58,135,1,91,43
Bulgaria,Bulgarie,Europe,2020-04-08 22:51:58,593,24,42,527
Burkina Faso,Burkina Faso,Afrique,2020-04-08 22:51:58,414,23,134,257
Burundi,Burundi,Afrique,2020-04-08 22:51:58,3,0,0,3
Cambodia,Cambodge,Asie,2020-04-08 22:51:58,117,0,63,54
Cameroon,Cameroun,Afrique,2020-04-08 22:51:58,730,10,60,660
Canada,Canada,Amérique du Nord,2020-04-08 22:51:58,19141,407,4154,14580
Cape Verde,Cap Vert,Afrique,2020-04-08 22:51:58,7,1,1,5
Central African Republic,République d’Afrique Centrale,Afrique,2020-04-08 22:51:58,8,0,0,8
Chad,Tchad,Afrique,2020-04-08 22:51:58,10,0,2,8
Chile,Chili,Amérique du Sud,2020-04-08 22:51:58,5546,48,1115,4383
China,Chine,Asie,2020-04-08 22:51:58,82809,3337,77567,1905
Colombia,Colombie,Amérique du Sud,2020-04-08 22:51:58,2054,54,123,1877
Congo,Congo,Afrique,2020-04-08 22:51:58,45,5,2,38
Costa Rica,Costa Rica,Amérique du Sud,2020-04-08 22:51:58,502,3,29,470
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-04-08 22:51:58,384,3,48,333
Croatia,Croatie,Europe,2020-04-08 22:51:58,1343,19,179,1145
Cuba,Cuba,Amérique Centrale,2020-04-08 22:51:58,457,12,27,418
Cyprus,Chypre,Europe,2020-04-08 22:51:58,526,9,52,465
Czech Republic,République Tchèque,Europe,2020-04-08 22:51:58,5312,99,233,4980
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-04-08 22:51:58,180,18,9,153
Denmark,Danemark,Europe,2020-04-08 22:51:58,5597,218,1763,3616
Diamond Princess,Diamond Princess,,2020-04-08 22:51:58,712,11,619,82
Djibouti,Djibouti,Afrique,2020-04-08 22:51:58,135,0,25,110
Dominica,Dominique,Amérique Centrale,2020-04-08 22:51:58,15,0,1,14
Dominican Republic,République Dominicaine,Amérique Centrale,2020-04-08 22:51:58,2111,108,50,1953
Ecuador,Équateur,Amérique du Sud,2020-04-08 22:51:58,4450,242,140,4068
El Salvador,El Salvador,Amérique Centrale,2020-04-08 22:51:58,93,5,9,79
Equatorial Guinea,Guinée équatoriale,Afrique,2020-04-08 22:51:58,18,0,3,15
Eritrea,Erythrée,Afrique,2020-04-08 22:51:58,33,0,0,33
Estonia,Estonie,Europe,2020-04-08 22:51:58,1185,24,72,1089
Eswatini,Eswatini,Afrique,2020-04-08 22:51:58,12,0,7,5
Ethiopia,Ethiopie,Afrique,2020-04-08 22:51:58,55,2,4,49
Fiji,Iles Fidji,Amérique Centrale,2020-04-08 22:51:58,15,0,0,15
Finland,Finlande,Europe,2020-04-08 22:51:58,2487,40,300,2147
France,France,Europe,2020-04-08 22:51:58,113959,10887,21452,81620
Gabon,Gabon,Afrique,2020-04-08 22:51:58,34,1,1,32
Georgia,Géorgie,Asie,2020-04-08 22:51:58,211,3,50,158
Germany,Allemagne,Europe,2020-04-08 22:51:58,113296,2349,46300,64647
Ghana,Ghana,Afrique,2020-04-08 22:51:58,313,6,34,273
Greece,Grèce,Europe,2020-04-08 22:51:58,1884,83,269,1532
Grenada,Grenade,Amérique Centrale,2020-04-08 22:51:58,12,0,0,12
Guatemala,Guatemala,Amérique Centrale,2020-04-08 22:51:58,87,3,17,67
Guinea,Guinée,Afrique,2020-04-08 22:51:58,164,0,5,159
Guinea-Bissau,Guinée-Bissau,Afrique,2020-04-08 22:51:58,33,0,0,33
Guyana,Guyane,Amérique du Sud,2020-04-08 22:51:58,37,6,8,23
Haiti,Haïti,Amérique Centrale,2020-04-08 22:51:58,27,1,0,26
Holy See,Iles Anglo-Normandes,Europe,2020-04-08 22:51:58,8,0,2,6
Honduras,Honduras,Amérique Centrale,2020-04-08 22:51:58,312,22,6,284
Hungary,Hongrie,Europe,2020-04-08 22:51:58,895,58,94,743
Iceland,Islande,Europe,2020-04-08 22:51:58,1616,6,633,977
India,Inde,Asie,2020-04-08 22:51:58,5916,178,506,5232
Indonesia,Indonésie,Asie,2020-04-08 22:51:58,2956,240,222,2494
Iraq,Irak,Moyen-Orient,2020-04-08 22:51:58,1202,69,452,681
Ireland,Irlande,Europe,2020-04-08 22:51:58,6074,235,25,5814
Islamic Republic of Iran,Iran,Moyen-Orient,2020-04-08 22:51:58,64586,3993,29812,30781
Israel,Israël,Moyen-Orient,2020-04-08 22:51:58,9404,73,801,8530
Italy,Italie,Europe,2020-04-08 22:51:58,139422,17669,26491,95262
Jamaica,Jamaïque,Amérique Centrale,2020-04-08 22:51:58,63,4,10,49
Japan,Japon,Asie,2020-04-08 22:51:58,4257,93,622,3542
Jordan,Jordanie,Moyen-Orient,2020-04-08 22:51:58,358,6,150,202
Kazakhstan,Kazakhstan,Asie,2020-04-08 22:51:58,727,7,54,666
Kenya,Kenya,Afrique,2020-04-08 22:51:58,179,6,9,164
Kosovo,Kosovo,Europe,2020-04-08 22:51:58,184,5,30,149
Kuwait,Koweit,Moyen-Orient,2020-04-08 22:51:58,855,1,111,743
Kyrgyz Republic,Kirghizistan,Asie,2020-04-08 22:51:58,270,4,33,233
Lao People's Democratic Republic,Laos,Asie,2020-04-08 22:51:58,15,0,0,15
Latvia,Lettonie,Europe,2020-04-08 22:51:58,577,2,16,559
Lebanon,Liban,Moyen-Orient,2020-04-08 22:51:58,576,19,62,495
Liberia,Liberia,Afrique,2020-04-08 22:51:58,31,4,3,24
