Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,17,1,0,0
US,2020-04-01 21:58:49,42,4,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,33,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,56,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,190,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,24,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,36,2,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,1,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,17,2,0,0
US,2020-04-01 21:58:49,22,0,0,0
US,2020-04-01 21:58:49,26,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,83,4,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,11,1,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,31,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,183,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,59,0,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,164,4,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,19,2,0,0
US,2020-04-01 21:58:49,56,3,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,28,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,24,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,38,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,961,28,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,130,6,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,51,5,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,46,5,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,21,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,122,3,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,62,2,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,87,6,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,33,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,25,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,22,0,0,0
US,2020-04-01 21:58:49,293,15,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,117,2,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,25,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,150,1,0,0
US,2020-04-01 21:58:49,184,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,20,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,24,0,0,0
US,2020-04-01 21:58:49,41,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,19,2,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,12,2,0,0
US,2020-04-01 21:58:49,21,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,249,3,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5152,95,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,42,2,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,27,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,29,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,1,0,0
US,2020-04-01 21:58:49,9,1,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,169,3,0,0
US,2020-04-01 21:58:49,27,1,0,0
US,2020-04-01 21:58:49,24,0,0,0
US,2020-04-01 21:58:49,38,1,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,589,9,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,48,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,731,15,0,0
US,2020-04-01 21:58:49,215,2,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,22,1,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,59,1,0,0
US,2020-04-01 21:58:49,41,0,0,0
US,2020-04-01 21:58:49,673,4,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,34,0,0,0
US,2020-04-01 21:58:49,84,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,39,1,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,365,4,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,94,1,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,17,1,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,48,1,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,22,1,0,0
US,2020-04-01 21:58:49,20,0,0,0
US,2020-04-01 21:58:49,47,1,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,390,7,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,206,4,0,0
US,2020-04-01 21:58:49,539,7,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,586,9,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,480,27,0,0
US,2020-04-01 21:58:49,141,0,0,0
US,2020-04-01 21:58:49,55,2,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,31,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,101,1,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,392,12,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,22,1,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,126,0,0,0
US,2020-04-01 21:58:49,547,4,0,0
US,2020-04-01 21:58:49,218,4,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,227,4,0,0
US,2020-04-01 21:58:49,34,1,0,0
US,2020-04-01 21:58:49,244,10,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,4,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,286,13,0,0
US,2020-04-01 21:58:49,57,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,23,2,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,20,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,582,11,0,0
US,2020-04-01 21:58:49,5,1,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,94,0,0,0
US,2020-04-01 21:58:49,885,17,0,0
US,2020-04-01 21:58:49,2262,69,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,10,1,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,35,0,0,0
US,2020-04-01 21:58:49,288,2,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,1986,46,0,0
US,2020-04-01 21:58:49,22,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,36,1,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,48,4,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,10,2,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,110,3,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,14,1,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,20,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,21,3,0,0
US,2020-04-01 21:58:49,60,2,0,0
US,2020-04-01 21:58:49,21,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,24,2,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,48,1,0,0
US,2020-04-01 21:58:49,57,1,0,0
US,2020-04-01 21:58:49,163,2,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,39,5,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,72,7,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,391,4,0,0
US,2020-04-01 21:58:49,21,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,33,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,35,1,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,25,0,0,0
US,2020-04-01 21:58:49,68,0,0,0
US,2020-04-01 21:58:49,624,19,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,76,0,0,0
US,2020-04-01 21:58:49,1,1,0,0
US,2020-04-01 21:58:49,106,0,0,0
US,2020-04-01 21:58:49,33,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,32,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,31,0,0,0
US,2020-04-01 21:58:49,25,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,249,8,0,0
US,2020-04-01 21:58:49,13,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,149,2,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,2,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,18,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,34,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,63,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,51,6,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,8,1,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,129,1,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,2,1,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,55,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,82,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,250,4,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,69,0,0,0
US,2020-04-01 21:58:49,15,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,179,4,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,154,0,0,0
US,2020-04-01 21:58:49,50,3,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,475,16,0,0
US,2020-04-01 21:58:49,81,1,0,0
US,2020-04-01 21:58:49,14,1,0,0
US,2020-04-01 21:58:49,33,2,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,20,1,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,34,0,0,0
US,2020-04-01 21:58:49,18,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,847,6,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,49,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,469,11,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,42,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,91,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,218,5,0,0
US,2020-04-01 21:58:49,78,2,0,0
US,2020-04-01 21:58:49,90,2,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,12,2,0,0
US,2020-04-01 21:58:49,24,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,46,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,17,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,309,3,0,0
US,2020-04-01 21:58:49,99,2,0,0
US,2020-04-01 21:58:49,19,1,0,0
US,2020-04-01 21:58:49,109,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,16,2,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,157,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,17,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,42,3,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,35,4,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,20,1,0,0
US,2020-04-01 21:58:49,142,2,0,0
US,2020-04-01 21:58:49,1910,29,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,4,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,117,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,49,1,0,0
