Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,46,5,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,567,14,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,43,2,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1494,15,0,0
US,2020-04-01 21:58:49,32,0,0,0
US,2020-04-01 21:58:49,15,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,32,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,1,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,1,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1675,10,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,377,6,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,20,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,57,1,0,0
US,2020-04-01 21:58:49,217,4,0,0
US,2020-04-01 21:58:49,65,0,0,0
US,2020-04-01 21:58:49,170,5,0,0
US,2020-04-01 21:58:49,30,2,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,78,2,0,0
US,2020-04-01 21:58:49,47,4,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,561,5,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,76,1,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,81,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,44,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,27,0,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,6,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,403,7,0,0
US,2020-04-01 21:58:49,106,1,0,0
US,2020-04-01 21:58:49,301,0,0,0
US,2020-04-01 21:58:49,21,2,0,0
US,2020-04-01 21:58:49,107,2,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,11,1,0,0
US,2020-04-01 21:58:49,207,0,0,0
US,2020-04-01 21:58:49,31,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,28,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,66,2,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,48,1,0,0
US,2020-04-01 21:58:49,69,4,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,55,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,176,3,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,41,0,0,0
US,2020-04-01 21:58:49,33,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,33,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,371,13,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,35,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,45,2,0,0
US,2020-04-01 21:58:49,137,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,3321,18,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,24,1,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,86,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,224,7,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,71,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,19,1,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,396,2,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,21,1,0,0
US,2020-04-01 21:58:49,183,6,0,0
US,2020-04-01 21:58:49,733,9,0,0
US,2020-04-01 21:58:49,434,7,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,151,8,0,0
US,2020-04-01 21:58:49,47,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,80,0,0,0
US,2020-04-01 21:58:49,388,10,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,29,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,17,2,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,99,0,0,0
US,2020-04-01 21:58:49,956,32,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,49,1,0,0
US,2020-04-01 21:58:49,42,0,0,0
US,2020-04-01 21:58:49,44,2,0,0
US,2020-04-01 21:58:49,82,3,0,0
US,2020-04-01 21:58:49,122,1,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,14,2,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,93,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,47,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,1,0,0
US,2020-04-01 21:58:49,21,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,64,1,0,0
US,2020-04-01 21:58:49,109,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,18,1,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,88,3,0,0
US,2020-04-01 21:58:49,19,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,496,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,128,3,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,37,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1304,40,0,0
US,2020-04-01 21:58:49,3,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,49,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,472,15,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,78,2,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,45,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,158,5,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,94,3,0,0
US,2020-04-01 21:58:49,82,7,0,0
US,2020-04-01 21:58:49,93,2,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,53,2,0,0
US,2020-04-01 21:58:49,41,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,86,4,0,0
US,2020-04-01 21:58:49,118,13,0,0
US,2020-04-01 21:58:49,83,2,0,0
US,2020-04-01 21:58:49,57,1,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,45,1,0,0
US,2020-04-01 21:58:49,34,0,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,605,3,0,0
US,2020-04-01 21:58:49,195,1,0,0
US,2020-04-01 21:58:49,40,2,0,0
US,2020-04-01 21:58:49,41,3,0,0
US,2020-04-01 21:58:49,26,0,0,0
US,2020-04-01 21:58:49,19,0,0,0
US,2020-04-01 21:58:49,270,6,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,28,0,0,0
US,2020-04-01 21:58:49,39,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,52,3,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,38,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,28,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1624,13,0,0
US,2020-04-01 21:58:49,7605,53,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,121,1,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,34,0,0,0
US,2020-04-01 21:58:49,144,7,0,0
US,2020-04-01 21:58:49,172,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,201,4,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,52,0,0,0
US,2020-04-01 21:58:49,37,2,0,0
US,2020-04-01 21:58:49,48,2,0,0
US,2020-04-01 21:58:49,12,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,101,3,0,0
US,2020-04-01 21:58:49,158,6,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,13,1,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,33,2,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,288,3,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,7,1,0,0
US,2020-04-01 21:58:49,55,1,0,0
US,2020-04-01 21:58:49,46,2,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,26,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,48,0,0,0
US,2020-04-01 21:58:49,24,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,28,2,0,0
US,2020-04-01 21:58:49,18,1,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,22,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,61,7,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,76,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,7,3,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,244,2,0,0
US,2020-04-01 21:58:49,19,1,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,58,3,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,45,1,0,0
US,2020-04-01 21:58:49,115,3,0,0
US,2020-04-01 21:58:49,13,1,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,30,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,11,2,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,222,3,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,0,2,0,0
US,2020-04-01 21:58:49,0,18,0,0
US,2020-04-01 21:58:49,44,4,0,0
US,2020-04-01 21:58:49,0,1,0,0
US,2020-04-01 21:58:49,129,1,0,0
US,2020-04-01 21:58:49,185,2,0,0
US,2020-04-01 21:58:49,3,2,0,0
US,2020-04-01 21:58:49,516,2,0,0
US,2020-04-01 21:58:49,15,1,0,0
US,2020-04-01 21:58:49,28,0,0,0
US,2020-04-01 21:58:49,0,1,0,0
US,2020-04-01 21:58:49,18,3,0,0
US,2020-04-01 21:58:49,28,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,0,12,0,0
US,2020-04-01 21:58:49,251,9,0,0
US,2020-04-01 21:58:49,142,0,0,0
US,2020-04-01 21:58:49,0,8,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,148,0,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,4512,0,0,0
US,2020-04-01 21:58:49,0,565,0,0
US,2020-04-01 21:58:49,0,1,0,0
US,2020-04-01 21:58:49,160,10,0,0
US,2020-04-01 21:58:49,442,11,0,0
US,2020-04-01 21:58:49,14,11,0,0
US,2020-04-01 21:58:49,0,19,0,0
US,2020-04-01 21:58:49,303,0,0,0
US,2020-04-01 21:58:49,0,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1661,29,0,0
US,2020-04-01 21:58:49,47,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,70,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,20,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,10,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,2,1,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,20,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,149,5,0,0
US,2020-04-01 21:58:49,10,1,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,16,0,0,0
US,2020-04-01 21:58:49,8,2,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,88,1,0,0
US,2020-04-01 21:58:49,80,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,15,2,0,0
US,2020-04-01 21:58:49,213,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,32,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,12,0,0,0
US,2020-04-01 21:58:49,10,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,2,1,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,13,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,96,3,0,0
US,2020-04-01 21:58:49,18,0,0,0
US,2020-04-01 21:58:49,23,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,8,0,0,0
US,2020-04-01 21:58:49,50,0,0,0
US,2020-04-01 21:58:49,7,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,3,1,0,0
US,2020-04-01 21:58:49,22,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,4,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,9,0,0,0
US,2020-04-01 21:58:49,34,2,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,39,2,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,44,0,0,0
US,2020-04-01 21:58:49,22,0,0,0
US,2020-04-01 21:58:49,19,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,23,0,0,0
US,2020-04-01 21:58:49,189,3,0,0
US,2020-04-01 21:58:49,35,0,0,0
US,2020-04-01 21:58:49,25,0,0,0
US,2020-04-01 21:58:49,21,0,0,0
US,2020-04-01 21:58:49,17,0,0,0
US,2020-04-01 21:58:49,14,1,0,0
US,2020-04-01 21:58:49,15,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,44,1,0,0
US,2020-04-01 21:58:49,143,3,0,0
US,2020-04-01 21:58:49,401,8,0,0
US,2020-04-01 21:58:49,6,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,107,1,0,0
US,2020-04-01 21:58:49,2,1,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,3,0,0,0
US,2020-04-01 21:58:49,4470,146,0,0
US,2020-04-01 21:58:49,24,0,0,0
US,2020-04-01 21:58:49,5,0,0,0
US,2020-04-01 21:58:49,11,0,0,0
US,2020-04-01 21:58:49,14,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,45,2,0,0
US,2020-04-01 21:58:49,41,1,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,1,0,0,0
US,2020-04-01 21:58:49,2,0,0,0
US,2020-04-01 21:58:49,17,1,0,0
US,2020-04-01 21:58:49,7,1,0,0
