Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-04-17 23:30:52,906,30,99,777
Albania,Albanie,Europe,2020-04-17 23:30:52,539,26,283,230
Algeria,Algérie,Afrique,2020-04-17 23:30:52,2418,364,846,1208
Andorra,Andorre,Europe,2020-04-17 23:30:52,696,35,191,470
Angola,Angola,Afrique,2020-04-17 23:30:52,19,2,5,12
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-04-17 23:30:52,23,3,3,17
Arab Republic of Egypt,Égypte,Afrique,2020-04-17 23:30:52,2844,205,646,1993
Argentina,Argentine,Amérique du Sud,2020-04-17 23:30:52,2669,123,666,1880
Armenia,Arménie,Asie,2020-04-17 23:30:52,1201,19,402,780
Australia,Australie,Océanie,2020-04-17 23:30:52,6522,66,3808,2648
Austria,Autriche,Europe,2020-04-17 23:30:52,14595,431,9704,4460
Azerbaijan,Azebaïdjan,Asie,2020-04-17 23:30:52,1340,15,528,797
Bahrain,Bahrein,Asie,2020-04-17 23:30:52,1740,7,725,1008
Bangladesh,Bangladesh,Asie,2020-04-17 23:30:52,1838,75,58,1705
Barbados,Barbados,Amérique Centrale,2020-04-17 23:30:52,75,5,15,55
Belarus,Biélorusse,Europe,2020-04-17 23:30:52,4779,42,342,4395
Belgium,Belgique,Europe,2020-04-17 23:30:52,36138,5163,7961,23014
Belize,Belize,Amérique Centrale,2020-04-17 23:30:52,18,2,0,16
Benin,Bénin,Afrique,2020-04-17 23:30:52,35,1,18,16
Bhutan,Bhoutan,Asie,2020-04-17 23:30:52,5,0,2,3
Bolivia,Bolivie,Amérique du Sud,2020-04-17 23:30:52,465,31,26,408
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-04-17 23:30:52,1214,46,320,848
Botswana,Botswana,Afrique,2020-04-17 23:30:52,15,1,0,14
Brazil,Brésil,Amérique du Sud,2020-04-17 23:30:52,33682,2141,14026,17515
Brunei Darussalam,Brunei,Asie,2020-04-17 23:30:52,136,1,112,23
Bulgaria,Bulgarie,Europe,2020-04-17 23:30:52,846,41,141,664
Burkina Faso,Burkina Faso,Afrique,2020-04-17 23:30:52,557,35,294,228
