Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-03-30 22:52:33,170,4,2,164
Albania,Albanie,Europe,2020-03-30 22:52:33,223,11,44,168
Algeria,Algérie,Afrique,2020-03-30 22:52:33,584,35,37,512
Andorra,Andorre,Europe,2020-03-30 22:52:33,370,8,10,352
Angola,Angola,Afrique,2020-03-30 22:52:33,7,2,0,5
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-03-30 22:52:33,7,0,0,7
Arab Republic of Egypt,Égypte,Afrique,2020-03-30 22:52:33,656,41,150,465
Argentina,Argentine,Amérique du Sud,2020-03-30 22:52:33,820,23,228,569
Armenia,Arménie,Asie,2020-03-30 22:52:33,482,3,30,449
Austria,Autriche,Europe,2020-03-30 22:52:33,9618,108,636,8874
Azerbaijan,Azebaïdjan,Asie,2020-03-30 22:52:33,273,4,26,243
Bahrain,Bahrein,Asie,2020-03-30 22:52:33,515,4,279,232
Bangladesh,Bangladesh,Asie,2020-03-30 22:52:33,49,5,19,25
Barbados,Barbados,Amérique Centrale,2020-03-30 22:52:33,33,0,0,33
Belarus,Biélorusse,Europe,2020-03-30 22:52:33,152,0,32,120
Belgium,Belgique,Europe,2020-03-30 22:52:33,12775,705,1696,10374
Belize,Belize,Amérique Centrale,2020-03-30 22:52:33,3,0,0,3
Benin,Bénin,Afrique,2020-03-30 22:52:33,6,0,0,6
Bhutan,Bhoutan,Asie,2020-03-30 22:52:33,4,0,0,4
Bolivia,Bolivie,Amérique du Sud,2020-03-30 22:52:33,97,4,0,93
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-03-30 22:52:33,368,10,17,341
Botswana,Botswana,Afrique,2020-03-30 22:52:33,3,0,0,3
Brazil,Brésil,Amérique du Sud,2020-03-30 22:52:33,4579,159,120,4300
Brunei Darussalam,Brunei,Asie,2020-03-30 22:52:33,127,1,38,88
Bulgaria,Bulgarie,Europe,2020-03-30 22:52:33,359,8,17,334
Burkina Faso,Burkina Faso,Afrique,2020-03-30 22:52:33,246,12,31,203
C-Australia,,Océanie,2020-03-30 22:58:55,78,1,2,75
C-Australia,,Océanie,2020-03-30 22:58:55,2032,8,4,2020
C-Australia,,Océanie,2020-03-30 22:58:55,15,0,0,15
C-Australia,,Océanie,2020-03-30 22:58:55,689,2,8,679
C-Australia,,Océanie,2020-03-30 22:58:55,305,0,6,299
C-Australia,,Océanie,2020-03-30 22:58:55,66,0,5,61
C-Australia,,Océanie,2020-03-30 22:58:55,821,4,191,626
C-Australia,,Océanie,2020-03-30 22:58:55,355,2,41,312
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,661,3,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,970,19,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,0,1,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,13,0,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,96,1,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,68,0,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,148,1,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,1,0,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,127,0,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,1706,31,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,18,0,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,3430,22,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,0,0,466,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,156,2,0,0
C-Canada,,Amérique du Nord,2020-03-30 22:58:41,4,0,0,0
C-China,,Asie,2020-03-08 05:19:01,990,6,984,0
C-China,,Asie,2020-03-30 05:34:43,577,8,415,154
C-China,,Asie,2020-03-29 00:14:12,579,6,570,3
C-China,,Asie,2020-03-30 00:32:48,340,1,295,44
C-China,,Asie,2020-03-29 14:25:46,138,2,125,11
C-China,,Asie,2020-03-30 02:07:50,1484,8,1351,125
C-China,,Asie,2020-03-20 04:33:45,254,2,250,2
C-China,,Asie,2020-03-18 01:37:43,146,2,144,0
C-China,,Asie,2020-03-24 04:29:15,168,6,168,-6
C-China,,Asie,2020-03-30 02:07:50,321,6,310,5
C-China,,Asie,2020-03-26 00:15:39,484,13,469,2
C-China,,Asie,2020-03-29 01:44:01,1276,22,1251,3
C-China,,Asie,2020-03-30 09:27:28,682,4,123,555
C-China,,Asie,2020-03-30 12:30:36,67801,3186,62889,1726
C-China,,Asie,2020-03-14 08:25:05,1018,4,1014,0
C-China,,Asie,2020-03-30 00:06:32,97,1,74,22
C-China,,Asie,2020-03-30 01:49:40,645,0,631,14
C-China,,Asie,2020-03-30 03:15:15,937,1,935,1
C-China,,Asie,2020-03-29 00:28:20,98,1,92,5
C-China,,Asie,2020-03-29 23:44:19,136,2,124,10
C-China,,Asie,2020-03-30 02:07:50,38,0,10,28
C-China,,Asie,2020-03-16 08:47:05,75,0,75,0
C-China,,Asie,2020-02-23 11:19:02,18,0,18,0
C-China,,Asie,2020-03-26 02:14:25,253,3,242,8
C-China,,Asie,2020-03-30 00:22:42,773,7,753,13
C-China,,Asie,2020-03-30 05:05:26,498,5,338,155
C-China,,Asie,2020-03-29 00:20:15,136,0,133,3
C-China,,Asie,2020-03-30 01:09:15,550,3,536,11
C-China,,Asie,2020-03-30 08:42:54,174,3,133,38
C-China,,Asie,2020-02-23 11:19:02,1,0,1,0
C-China,,Asie,2020-03-08 05:31:02,76,3,73,0
C-China,,Asie,2020-03-26 23:16:51,180,2,172,6
C-China,,Asie,2020-03-30 01:32:29,1255,1,1225,29
C-Denmark,,Europe,2020-03-30 22:52:33,168,0,70,98
C-Denmark,,Europe,2020-03-30 22:52:33,10,0,2,8
C-Denmark,,Europe,2020-03-30 22:52:33,2577,77,1,2499
C-France,,Europe,2020-03-30 22:52:33,43,0,6,37
