Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-04-15 22:56:51,784,25,43,716
Albania,Albanie,Europe,2020-04-15 22:56:51,494,25,251,218
Algeria,Algérie,Afrique,2020-04-15 22:56:51,2160,336,708,1116
Andorra,Andorre,Europe,2020-04-15 22:56:51,673,33,169,471
Angola,Angola,Afrique,2020-04-15 22:56:51,19,2,5,12
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-04-15 22:56:51,23,2,3,18
Arab Republic of Egypt,Égypte,Afrique,2020-04-15 22:56:51,2505,183,589,1733
Argentina,Argentine,Amérique du Sud,2020-04-15 22:56:51,2443,111,596,1736
Armenia,Arménie,Asie,2020-04-15 22:56:51,1111,17,297,797
Australia,Australie,Océanie,2020-04-15 22:56:51,6440,63,2186,4191
Austria,Autriche,Europe,2020-04-15 22:56:51,14336,393,8098,5845
Azerbaijan,Azebaïdjan,Asie,2020-04-15 22:56:51,1253,13,404,836
Bahrain,Bahrein,Asie,2020-04-15 22:56:51,1671,7,663,1001
Bangladesh,Bangladesh,Asie,2020-04-15 22:56:51,1231,50,49,1132
Barbados,Barbados,Amérique Centrale,2020-04-15 22:56:51,73,5,15,53
Belarus,Biélorusse,Europe,2020-04-15 22:56:51,3728,36,203,3489
Belgium,Belgique,Europe,2020-04-15 22:56:51,33573,4440,7107,22026
Belize,Belize,Amérique Centrale,2020-04-15 22:56:51,18,2,0,16
Benin,Bénin,Afrique,2020-04-15 22:56:51,35,1,18,16
Bhutan,Bhoutan,Asie,2020-04-15 22:56:51,5,0,2,3
Bolivia,Bolivie,Amérique du Sud,2020-04-15 22:56:51,397,28,7,362
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-04-15 22:56:51,1110,41,253,816
Botswana,Botswana,Afrique,2020-04-15 22:56:51,13,1,0,12
Brazil,Brésil,Amérique du Sud,2020-04-15 22:56:51,28320,1736,14026,12558
Brunei Darussalam,Brunei,Asie,2020-04-15 22:56:51,136,1,108,27
Bulgaria,Bulgarie,Europe,2020-04-15 22:56:51,747,36,105,606
Burkina Faso,Burkina Faso,Afrique,2020-04-15 22:56:51,542,32,226,284
Burundi,Burundi,Afrique,2020-04-15 22:56:51,5,1,0,4
Cambodia,Cambodge,Asie,2020-04-15 22:56:51,122,0,96,26
Cameroon,Cameroun,Afrique,2020-04-15 22:56:51,848,17,165,666
Canada,Canada,Amérique du Nord,2020-04-15 22:56:51,28209,1007,8966,18236
Cape Verde,Cap Vert,Afrique,2020-04-15 22:56:51,56,1,1,54
Central African Republic,République d’Afrique Centrale,Afrique,2020-04-15 22:56:51,12,0,4,8
Chad,Tchad,Afrique,2020-04-15 22:56:51,23,0,2,21
Chile,Chili,Amérique du Sud,2020-04-15 22:56:51,8273,94,2937,5242
China,Chine,Asie,2020-04-15 22:56:51,83356,3346,78311,1699
Colombia,Colombie,Amérique du Sud,2020-04-15 22:56:51,3105,131,452,2522
Congo,Congo,Afrique,2020-04-15 22:56:51,117,5,11,101
Costa Rica,Costa Rica,Amérique du Sud,2020-04-15 22:56:51,626,4,67,555
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-04-15 22:56:51,638,6,114,518
Croatia,Croatie,Europe,2020-04-15 22:56:51,1741,33,473,1235
Cuba,Cuba,Amérique Centrale,2020-04-15 22:56:51,814,24,151,639
Cyprus,Chypre,Europe,2020-04-15 22:56:51,715,12,65,638
Czech Republic,République Tchèque,Europe,2020-04-15 22:56:51,6216,166,819,5231
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-04-15 22:56:51,254,21,21,212
Denmark,Danemark,Europe,2020-04-15 22:56:51,6876,309,2925,3642
Diamond Princess,Diamond Princess,,2020-04-15 22:56:51,712,12,639,61
Djibouti,Djibouti,Afrique,2020-04-15 22:56:51,435,2,71,362
Dominica,Dominique,Amérique Centrale,2020-04-15 22:56:51,16,0,8,8
Dominican Republic,République Dominicaine,Amérique Centrale,2020-04-15 22:56:51,3614,189,208,3217
Ecuador,Équateur,Amérique du Sud,2020-04-15 22:56:51,7858,388,780,6690
El Salvador,El Salvador,Amérique Centrale,2020-04-15 22:56:51,159,6,30,123
Equatorial Guinea,Guinée équatoriale,Afrique,2020-04-15 22:56:51,51,0,4,47
Eritrea,Erythrée,Afrique,2020-04-15 22:56:51,35,0,0,35
Estonia,Estonie,Europe,2020-04-15 22:56:51,1400,35,117,1248
Eswatini,Eswatini,Afrique,2020-04-15 22:56:51,15,0,8,7
