Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-05-01 02:32:28,2171,64,260,1847
Albania,Albanie,Europe,2020-05-01 02:32:28,773,31,470,272
Algeria,Algérie,Afrique,2020-05-01 02:32:28,4006,450,1779,1777
Andorra,Andorre,Europe,2020-05-01 02:32:28,745,42,468,235
Angola,Angola,Afrique,2020-05-01 02:32:28,27,2,7,18
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-05-01 02:32:28,24,3,11,10
Arab Republic of Egypt,Égypte,Afrique,2020-05-01 02:32:28,5537,392,1381,3764
Argentina,Argentine,Amérique du Sud,2020-05-01 02:32:28,4428,218,1256,2954
Armenia,Arménie,Asie,2020-05-01 02:32:28,2066,32,929,1105
Australia,Australie,Océanie,2020-05-01 02:32:28,6766,93,5742,931
Austria,Autriche,Europe,2020-05-01 02:32:28,15452,584,12907,1961
Azerbaijan,Azebaïdjan,Asie,2020-05-01 02:32:28,1804,24,1325,455
Bahrain,Bahrein,Asie,2020-05-01 02:32:28,3040,8,1500,1532
Bangladesh,Bangladesh,Asie,2020-05-01 02:32:28,7667,168,160,7339
Barbados,Barbados,Amérique Centrale,2020-05-01 02:32:28,81,7,39,35
Belarus,Biélorusse,Europe,2020-05-01 02:32:28,14027,89,2386,11552
Belgium,Belgique,Europe,2020-05-01 02:32:28,48519,7594,11576,29349
Belize,Belize,Amérique Centrale,2020-05-01 02:32:28,18,2,9,7
Benin,Bénin,Afrique,2020-05-01 02:32:28,64,1,33,30
Bhutan,Bhoutan,Asie,2020-05-01 02:32:28,7,0,5,2
Bolivia,Bolivie,Amérique du Sud,2020-05-01 02:32:28,1110,59,117,934
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-05-01 02:32:28,1757,69,727,961
Botswana,Botswana,Afrique,2020-05-01 02:32:28,23,1,5,17
Brazil,Brésil,Amérique du Sud,2020-05-01 02:32:28,87187,6006,35935,45246
Brunei Darussalam,Brunei,Asie,2020-05-01 02:32:28,138,1,124,13
Bulgaria,Bulgarie,Europe,2020-05-01 02:32:28,1506,66,266,1174
Burkina Faso,Burkina Faso,Afrique,2020-05-01 02:32:28,645,43,506,96
Burundi,Burundi,Afrique,2020-05-01 02:32:28,11,1,4,6
Cambodia,Cambodge,Asie,2020-05-01 02:32:28,122,0,119,3
Cameroon,Cameroun,Afrique,2020-05-01 02:32:28,1832,61,934,837
