Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-04-09 23:02:37,484,15,32,437
Albania,Albanie,Europe,2020-04-09 23:02:37,409,23,165,221
Algeria,Algérie,Afrique,2020-04-09 23:02:37,1666,235,347,1084
Andorra,Andorre,Europe,2020-04-09 23:02:37,583,25,58,500
Angola,Angola,Afrique,2020-04-09 23:02:37,19,2,2,15
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-04-09 23:02:37,19,2,0,17
Arab Republic of Egypt,Égypte,Afrique,2020-04-09 23:02:37,1699,118,348,1233
Argentina,Argentine,Amérique du Sud,2020-04-09 23:02:37,1795,72,365,1358
Armenia,Arménie,Asie,2020-04-09 23:02:37,921,10,138,773
Australia,Australie,Océanie,2020-04-09 23:02:37,6108,51,1472,4585
Austria,Autriche,Europe,2020-04-09 23:02:37,13244,295,5240,7709
Azerbaijan,Azebaïdjan,Asie,2020-04-09 23:02:37,926,9,101,816
Bahrain,Bahrein,Asie,2020-04-09 23:02:37,887,5,519,363
Bangladesh,Bangladesh,Asie,2020-04-09 23:02:37,330,21,33,276
Barbados,Barbados,Amérique Centrale,2020-04-09 23:02:37,66,3,11,52
Belarus,Biélorusse,Europe,2020-04-09 23:02:37,1486,16,139,1331
Belgium,Belgique,Europe,2020-04-09 23:02:37,24983,2523,5164,17296
Belize,Belize,Amérique Centrale,2020-04-09 23:02:37,9,1,0,8
Benin,Bénin,Afrique,2020-04-09 23:02:37,26,1,5,20
Bhutan,Bhoutan,Asie,2020-04-09 23:02:37,5,0,2,3
Bolivia,Bolivie,Amérique du Sud,2020-04-09 23:02:37,264,18,2,244
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-04-09 23:02:37,858,35,101,722
Botswana,Botswana,Afrique,2020-04-09 23:02:37,13,1,0,12
Brazil,Brésil,Amérique du Sud,2020-04-09 23:02:37,18092,950,173,16969
Brunei Darussalam,Brunei,Asie,2020-04-09 23:02:37,135,1,92,42
Bulgaria,Bulgarie,Europe,2020-04-09 23:02:37,618,24,48,546
Burkina Faso,Burkina Faso,Afrique,2020-04-09 23:02:37,443,24,146,273
Burundi,Burundi,Afrique,2020-04-09 23:02:37,3,0,0,3
Cambodia,Cambodge,Asie,2020-04-09 23:02:37,119,0,62,57
Cameroon,Cameroun,Afrique,2020-04-09 23:02:37,730,10,60,660
Canada,Canada,Amérique du Nord,2020-04-09 23:02:37,20654,503,5162,14989
Cape Verde,Cap Vert,Afrique,2020-04-09 23:02:37,7,1,1,5
Central African Republic,République d’Afrique Centrale,Afrique,2020-04-09 23:02:37,8,0,0,8
Chad,Tchad,Afrique,2020-04-09 23:02:37,11,0,2,9
Chile,Chili,Amérique du Sud,2020-04-09 23:02:37,5972,57,1274,4641
China,Chine,Asie,2020-04-09 23:02:37,82883,3339,77679,1865
Colombia,Colombie,Amérique du Sud,2020-04-09 23:02:37,2223,69,174,1980
Congo,Congo,Afrique,2020-04-09 23:02:37,60,5,5,50
Costa Rica,Costa Rica,Amérique du Sud,2020-04-09 23:02:37,539,3,30,506
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-04-09 23:02:37,444,3,52,389
Croatia,Croatie,Europe,2020-04-09 23:02:37,1407,20,219,1168
Cuba,Cuba,Amérique Centrale,2020-04-09 23:02:37,515,15,28,472
Cyprus,Chypre,Europe,2020-04-09 23:02:37,564,10,53,501
Czech Republic,République Tchèque,Europe,2020-04-09 23:02:37,5569,112,301,5156
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-04-09 23:02:37,180,18,9,153
Denmark,Danemark,Europe,2020-04-09 23:02:37,5830,237,1883,3710
Diamond Princess,Diamond Princess,,2020-04-09 23:02:37,712,11,619,82
Djibouti,Djibouti,Afrique,2020-04-09 23:02:37,135,0,25,110
Dominica,Dominique,Amérique Centrale,2020-04-09 23:02:37,15,0,1,14
Dominican Republic,République Dominicaine,Amérique Centrale,2020-04-09 23:02:37,2349,118,80,2151
Ecuador,Équateur,Amérique du Sud,2020-04-09 23:02:37,4965,272,339,4354
El Salvador,El Salvador,Amérique Centrale,2020-04-09 23:02:37,103,6,14,83
Equatorial Guinea,Guinée équatoriale,Afrique,2020-04-09 23:02:37,18,0,3,15
Eritrea,Erythrée,Afrique,2020-04-09 23:02:37,33,0,0,33
Estonia,Estonie,Europe,2020-04-09 23:02:37,1207,24,83,1100
Eswatini,Eswatini,Afrique,2020-04-09 23:02:37,12,0,7,5
Ethiopia,Ethiopie,Afrique,2020-04-09 23:02:37,56,2,4,50
