Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-05-03 02:32:28,2469,72,331,2066
Albania,Albanie,Europe,2020-05-03 02:32:28,789,31,519,239
Algeria,Algérie,Afrique,2020-05-03 02:32:28,4295,459,1872,1964
Andorra,Andorre,Europe,2020-05-03 02:32:28,747,44,472,231
Angola,Angola,Afrique,2020-05-03 02:32:28,35,2,11,22
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-05-03 02:32:28,25,3,15,7
Arab Republic of Egypt,Égypte,Afrique,2020-05-03 02:32:28,6193,415,1522,4256
Argentina,Argentine,Amérique du Sud,2020-05-03 02:32:28,4681,237,1320,3124
Armenia,Arménie,Asie,2020-05-03 02:32:28,2273,33,1010,1230
Australia,Australie,Océanie,2020-05-03 02:32:28,6799,94,5814,891
Austria,Autriche,Europe,2020-05-03 02:32:28,15558,596,13180,1782
Azerbaijan,Azebaïdjan,Asie,2020-05-03 02:32:28,1894,25,1411,458
Bahrain,Bahrein,Asie,2020-05-03 02:32:28,3284,8,1568,1708
Bangladesh,Bangladesh,Asie,2020-05-03 02:32:28,8790,175,177,8438
Barbados,Barbados,Amérique Centrale,2020-05-03 02:32:28,81,7,44,30
Belarus,Biélorusse,Europe,2020-05-03 02:32:28,15828,97,3117,12614
Belgium,Belgique,Europe,2020-05-03 02:32:28,49517,7765,12211,29541
Belize,Belize,Amérique Centrale,2020-05-03 02:32:28,18,2,13,3
Benin,Bénin,Afrique,2020-05-03 02:32:28,90,2,42,46
Bhutan,Bhoutan,Asie,2020-05-03 02:32:28,7,0,5,2
Bolivia,Bolivie,Amérique du Sud,2020-05-03 02:32:28,1229,66,134,1029
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-05-03 02:32:28,1839,72,779,988
Botswana,Botswana,Afrique,2020-05-03 02:32:28,23,1,8,14
Brazil,Brésil,Amérique du Sud,2020-05-03 02:32:28,97100,6761,40937,49402
Brunei Darussalam,Brunei,Asie,2020-05-03 02:32:28,138,1,126,11
Bulgaria,Bulgarie,Europe,2020-05-03 02:32:28,1594,72,287,1235
Burkina Faso,Burkina Faso,Afrique,2020-05-03 02:32:28,652,44,535,73
Burundi,Burundi,Afrique,2020-05-03 02:32:28,15,1,7,7
Cambodia,Cambodge,Asie,2020-05-03 02:32:28,122,0,120,2
Cameroon,Cameroun,Afrique,2020-05-03 02:32:28,2077,64,953,1060
Canada,Canada,Amérique du Nord,2020-05-03 02:32:28,57926,3684,23814,30428
Cape Verde,Cap Vert,Afrique,2020-05-03 02:32:28,152,2,18,132
Central African Republic,République d’Afrique Centrale,Afrique,2020-05-03 02:32:28,72,0,10,62
Chad,Tchad,Afrique,2020-05-03 02:32:28,117,10,39,68
Chile,Chili,Amérique du Sud,2020-05-03 02:32:28,18435,247,9572,8616
China,Chine,Asie,2020-05-03 02:32:28,83959,4637,78586,736
