French Name,Confirmed,Deaths,Recovered,Existing
Europe,1393899,141467,544650,707782
Amérique du Nord,1212553,72114,211573,955972
Asie,368912,10455,141226,217231
Moyen-Orient,177131,6871,99424,70836
Amérique du Sud,200920,10259,69304,121357
Reste du monde,70307,2609,24639,43059
