Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-04-04 23:34:04,299,7,10,282
Albania,Albanie,Europe,2020-04-04 23:34:04,333,20,99,214
Algeria,Algérie,Afrique,2020-04-04 23:34:04,1251,130,90,1031
Andorra,Andorre,Europe,2020-04-04 23:34:04,466,17,21,428
Angola,Angola,Afrique,2020-04-04 23:34:04,10,2,2,6
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-04-04 23:34:04,15,0,0,15
Arab Republic of Egypt,Égypte,Afrique,2020-04-04 23:34:04,1070,71,241,758
Argentina,Argentine,Amérique du Sud,2020-04-04 23:34:04,1451,43,279,1129
Armenia,Arménie,Asie,2020-04-04 23:34:04,770,7,43,720
Australia,Australie,Océanie,2020-04-04 23:34:04,5550,30,701,4819
Austria,Autriche,Europe,2020-04-04 23:34:04,11781,186,2507,9088
Azerbaijan,Azebaïdjan,Asie,2020-04-04 23:34:04,521,5,32,484
Bahrain,Bahrein,Asie,2020-04-04 23:34:04,688,4,423,261
Bangladesh,Bangladesh,Asie,2020-04-04 23:34:04,70,8,30,32
Barbados,Barbados,Amérique Centrale,2020-04-04 23:34:04,52,0,0,52
Belarus,Biélorusse,Europe,2020-04-04 23:34:04,440,5,53,382
Belgium,Belgique,Europe,2020-04-04 23:34:04,18431,1283,3247,13901
Belize,Belize,Amérique Centrale,2020-04-04 23:34:04,4,0,0,4
Benin,Bénin,Afrique,2020-04-04 23:34:04,16,0,2,14
Bhutan,Bhoutan,Asie,2020-04-04 23:34:04,5,0,2,3
Bolivia,Bolivie,Amérique du Sud,2020-04-04 23:34:04,139,10,1,128
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-04-04 23:34:04,624,21,30,573
Botswana,Botswana,Afrique,2020-04-04 23:34:04,4,1,0,3
Brazil,Brésil,Amérique du Sud,2020-04-04 23:34:04,10360,445,127,9788
Brunei Darussalam,Brunei,Asie,2020-04-04 23:34:04,135,1,66,68
Bulgaria,Bulgarie,Europe,2020-04-04 23:34:04,503,17,34,452
Burkina Faso,Burkina Faso,Afrique,2020-04-04 23:34:04,318,16,66,236
Burundi,Burundi,Afrique,2020-04-04 23:34:04,3,0,0,3
Cambodia,Cambodge,Asie,2020-04-04 23:34:04,114,0,50,64
Cameroon,Cameroun,Afrique,2020-04-04 23:34:04,555,9,17,529
Canada,Canada,Amérique du Nord,2020-04-04 23:34:04,12978,218,2577,10183
Cape Verde,Cap Vert,Afrique,2020-04-04 23:34:04,7,1,0,6
Central African Republic,République d’Afrique Centrale,Afrique,2020-04-04 23:34:04,8,0,0,8
Chad,Tchad,Afrique,2020-04-04 23:34:04,9,0,0,9
Chile,Chili,Amérique du Sud,2020-04-04 23:34:04,4161,27,528,3606
China,Chine,Asie,2020-04-04 23:34:04,82543,3330,76946,2267
Colombia,Colombie,Amérique du Sud,2020-04-04 23:34:04,1406,32,85,1289
Congo,Congo,Afrique,2020-04-04 23:34:04,22,2,2,18
Costa Rica,Costa Rica,Amérique du Sud,2020-04-04 23:34:04,435,2,13,420
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-04-04 23:34:04,245,1,25,219
Croatia,Croatie,Europe,2020-04-04 23:34:04,1126,12,119,995
Cuba,Cuba,Amérique Centrale,2020-04-04 23:34:04,288,6,15,267
Cyprus,Chypre,Europe,2020-04-04 23:34:04,426,11,33,382
Czech Republic,République Tchèque,Europe,2020-04-04 23:34:04,4472,59,78,4335
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-04-04 23:34:04,154,18,3,133
Denmark,Danemark,Europe,2020-04-04 23:34:04,4269,161,1379,2729
Diamond Princess,Diamond Princess,,2020-04-04 23:34:04,712,11,619,82
Djibouti,Djibouti,Afrique,2020-04-04 23:34:04,50,0,8,42
Dominica,Dominique,Amérique Centrale,2020-04-04 23:34:04,14,0,0,14
Dominican Republic,République Dominicaine,Amérique Centrale,2020-04-04 23:34:04,1488,68,16,1404
