Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-05-06 02:32:31,3224,95,421,2708
Albania,Albanie,Europe,2020-05-06 02:32:31,820,31,570,219
Algeria,Algérie,Afrique,2020-05-06 02:32:31,4838,470,2067,2301
Andorra,Andorre,Europe,2020-05-06 02:32:31,751,46,514,191
Angola,Angola,Afrique,2020-05-06 02:32:31,36,2,11,23
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-05-06 02:32:31,25,3,16,6
Arab Republic of Egypt,Égypte,Afrique,2020-05-06 02:32:31,7201,452,1730,5019
Argentina,Argentine,Amérique du Sud,2020-05-06 02:32:31,5020,264,1472,3284
Armenia,Arménie,Asie,2020-05-06 02:32:31,2619,40,1111,1468
Australia,Australie,Océanie,2020-05-06 02:32:31,6875,97,5975,803
Austria,Autriche,Europe,2020-05-06 02:32:31,15650,606,13462,1582
Azerbaijan,Azebaïdjan,Asie,2020-05-06 02:32:31,2060,26,1508,526
Bahrain,Bahrein,Asie,2020-05-06 02:32:31,3720,8,1762,1950
Bangladesh,Bangladesh,Asie,2020-05-06 02:32:31,10929,183,1403,9343
Barbados,Barbados,Amérique Centrale,2020-05-06 02:32:31,82,7,47,28
Belarus,Biélorusse,Europe,2020-05-06 02:32:31,18350,107,3771,14472
Belgium,Belgique,Europe,2020-05-06 02:32:31,50509,8016,12441,30052
Belize,Belize,Amérique Centrale,2020-05-06 02:32:31,18,2,16,0
Benin,Bénin,Afrique,2020-05-06 02:32:31,96,2,50,44
Bhutan,Bhoutan,Asie,2020-05-06 02:32:31,7,0,5,2
Bolivia,Bolivie,Amérique du Sud,2020-05-06 02:32:31,1802,86,187,1529
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-05-06 02:32:31,1946,79,911,956
Botswana,Botswana,Afrique,2020-05-06 02:32:31,23,1,8,14
Brazil,Brésil,Amérique du Sud,2020-05-06 02:32:31,115455,7938,48221,59296
Brunei Darussalam,Brunei,Asie,2020-05-06 02:32:31,138,1,131,6
Bulgaria,Bulgarie,Europe,2020-05-06 02:32:31,1704,80,342,1282
Burkina Faso,Burkina Faso,Afrique,2020-05-06 02:32:31,688,48,548,92
Burundi,Burundi,Afrique,2020-05-06 02:32:31,15,1,7,7
Cambodia,Cambodge,Asie,2020-05-06 02:32:31,122,0,120,2
Cameroon,Cameroun,Afrique,2020-05-06 02:32:31,2104,64,953,1087
Canada,Canada,Amérique du Nord,2020-05-06 02:32:31,63215,4190,27006,32019
Cape Verde,Cap Vert,Afrique,2020-05-06 02:32:31,186,2,37,147
Central African Republic,République d’Afrique Centrale,Afrique,2020-05-06 02:32:31,85,0,10,75
Chad,Tchad,Afrique,2020-05-06 02:32:31,170,17,43,110
Chile,Chili,Amérique du Sud,2020-05-06 02:32:31,22016,275,10710,11031
China,Chine,Asie,2020-05-06 02:32:31,83968,4637,78870,461
Colombia,Colombie,Amérique du Sud,2020-05-06 02:32:31,8613,378,2013,6222
Comoros,Les Comores,Afrique,2020-05-06 02:32:31,3,0,0,3
Congo,Congo,Afrique,2020-05-06 02:32:31,236,10,26,200
Costa Rica,Costa Rica,Amérique du Sud,2020-05-06 02:32:31,755,6,413,336
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-05-06 02:32:31,1464,18,701,745
Croatia,Croatie,Europe,2020-05-06 02:32:31,2112,83,1560,469
Cuba,Cuba,Amérique Centrale,2020-05-06 02:32:31,1685,69,954,662
Cyprus,Chypre,Europe,2020-05-06 02:32:31,878,15,296,567
Czech Republic,République Tchèque,Europe,2020-05-06 02:32:31,7896,257,4006,3633
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-05-06 02:32:31,705,34,90,581
Denmark,Danemark,Europe,2020-05-06 02:32:31,10019,503,7492,2024
Diamond Princess,Diamond Princess,,2020-05-06 02:32:31,712,13,645,54
Djibouti,Djibouti,Afrique,2020-05-06 02:32:31,1120,2,745,373
Dominica,Dominique,Amérique Centrale,2020-05-06 02:32:31,16,0,14,2
Dominican Republic,République Dominicaine,Amérique Centrale,2020-05-06 02:32:31,8480,354,1905,6221
Ecuador,Équateur,Amérique du Sud,2020-05-06 02:32:31,31881,1569,3433,26879
El Salvador,El Salvador,Amérique Centrale,2020-05-06 02:32:31,587,14,205,368
Equatorial Guinea,Guinée équatoriale,Afrique,2020-05-06 02:32:31,315,3,13,299
Eritrea,Erythrée,Afrique,2020-05-06 02:32:31,39,0,30,9
Estonia,Estonie,Europe,2020-05-06 02:32:31,1711,55,261,1395
Eswatini,Eswatini,Afrique,2020-05-06 02:32:31,119,1,12,106
Ethiopia,Ethiopie,Afrique,2020-05-06 02:32:31,145,4,91,50
Fiji,Iles Fidji,Amérique Centrale,2020-05-06 02:32:31,18,0,14,4
Finland,Finlande,Europe,2020-05-06 02:32:31,5412,246,3500,1666
France,France,Europe,2020-05-06 02:32:31,170687,25537,52842,92308
Gabon,Gabon,Afrique,2020-05-06 02:32:31,397,6,93,298
Georgia,Géorgie,Asie,2020-05-06 02:32:31,604,9,240,355
Germany,Allemagne,Europe,2020-05-06 02:32:31,167007,6993,135100,24914
Ghana,Ghana,Afrique,2020-05-06 02:32:31,2719,18,294,2407
Greece,Grèce,Europe,2020-05-06 02:32:31,2642,146,1374,1122
Grenada,Grenade,Amérique Centrale,2020-05-06 02:32:31,21,0,13,8
Guatemala,Guatemala,Amérique Centrale,2020-05-06 02:32:31,763,19,79,665
Guinea,Guinée,Afrique,2020-05-06 02:32:31,1811,10,498,1303
Guinea-Bissau,Guinée-Bissau,Afrique,2020-05-06 02:32:31,413,1,19,393
Guyana,Guyane,Amérique du Sud,2020-05-06 02:32:31,93,10,27,56
Haiti,Haïti,Amérique Centrale,2020-05-06 02:32:31,101,12,10,79
Holy See,Iles Anglo-Normandes,Europe,2020-05-06 02:32:31,11,0,2,9
Honduras,Honduras,Amérique Centrale,2020-05-06 02:32:31,1270,93,122,1055
Hungary,Hongrie,Europe,2020-05-06 02:32:31,3065,363,709,1993
Iceland,Islande,Europe,2020-05-06 02:32:31,1799,10,1733,56
India,Inde,Asie,2020-05-06 02:32:31,49400,1693,14142,33565
Indonesia,Indonésie,Asie,2020-05-06 02:32:31,12071,872,2197,9002
Iraq,Irak,Moyen-Orient,2020-05-06 02:32:31,2431,102,1571,758
Ireland,Irlande,Europe,2020-05-06 02:32:31,21983,1339,13386,7258
Islamic Republic of Iran,Iran,Moyen-Orient,2020-05-06 02:32:31,99970,6340,80475,13155
Israel,Israël,Moyen-Orient,2020-05-06 02:32:31,16289,238,10465,5586
Italy,Italie,Europe,2020-05-06 02:32:31,213013,29315,85231,98467
Jamaica,Jamaïque,Amérique Centrale,2020-05-06 02:32:31,473,9,56,408
Japan,Japon,Asie,2020-05-06 02:32:31,15253,556,4496,10201
Jordan,Jordanie,Moyen-Orient,2020-05-06 02:32:31,471,9,375,87
Kazakhstan,Kazakhstan,Asie,2020-05-06 02:32:31,4205,29,1279,2897
Kenya,Kenya,Afrique,2020-05-06 02:32:31,535,24,182,329
Kosovo,Kosovo,Europe,2020-05-06 02:32:31,856,26,490,340
Kuwait,Koweit,Moyen-Orient,2020-05-06 02:32:31,5804,40,2032,3732
Kyrgyz Republic,Kirghizistan,Asie,2020-05-06 02:32:31,843,11,600,232
