Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-03-29 23:08:13,120,4,2,114
Albania,Albanie,Europe,2020-03-29 23:08:13,212,10,33,169
Algeria,Algérie,Afrique,2020-03-29 23:08:13,511,31,31,449
Andorra,Andorre,Europe,2020-03-29 23:08:13,334,6,1,327
Angola,Angola,Afrique,2020-03-29 23:08:13,7,2,0,5
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-03-29 23:08:13,7,0,0,7
Arab Republic of Egypt,Égypte,Afrique,2020-03-29 23:08:13,609,40,132,437
Argentina,Argentine,Amérique du Sud,2020-03-29 23:08:13,745,19,72,654
Armenia,Arménie,Asie,2020-03-29 23:08:13,424,3,30,391
Austria,Autriche,Europe,2020-03-29 23:08:13,8788,86,479,8223
Azerbaijan,Azebaïdjan,Asie,2020-03-29 23:08:13,209,4,15,190
Bahrain,Bahrein,Asie,2020-03-29 23:08:13,499,4,272,223
Bangladesh,Bangladesh,Asie,2020-03-29 23:08:13,48,5,15,28
Barbados,Barbados,Amérique Centrale,2020-03-29 23:08:13,33,0,0,33
Belarus,Biélorusse,Europe,2020-03-29 23:08:13,94,0,32,62
Belgium,Belgique,Europe,2020-03-29 23:08:13,10836,431,1359,9046
Belize,Belize,Amérique Centrale,2020-03-29 23:08:13,2,0,0,2
Benin,Bénin,Afrique,2020-03-29 23:08:13,6,0,0,6
Bhutan,Bhoutan,Asie,2020-03-29 23:08:13,4,0,0,4
Bolivia,Bolivie,Amérique du Sud,2020-03-29 23:08:13,81,1,0,80
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-03-29 23:08:13,323,6,8,309
Brazil,Brésil,Amérique du Sud,2020-03-29 23:08:13,4256,136,6,4114
Brunei Darussalam,Brunei,Asie,2020-03-29 23:08:13,126,1,34,91
Bulgaria,Bulgarie,Europe,2020-03-29 23:08:13,346,8,14,324
Burkina Faso,Burkina Faso,Afrique,2020-03-29 23:08:13,222,12,23,187
C-Australia,,Océanie,2020-03-29 23:14:06,77,0,2,75
C-Australia,,Océanie,2020-03-29 23:14:06,1791,8,4,1779
C-Australia,,Océanie,2020-03-29 23:14:06,15,0,0,15
C-Australia,,Océanie,2020-03-29 23:14:06,656,2,8,646
C-Australia,,Océanie,2020-03-29 23:14:06,299,0,6,293
C-Australia,,Océanie,2020-03-29 23:14:06,66,0,5,61
C-Australia,,Océanie,2020-03-29 23:14:06,769,4,191,574
C-Australia,,Océanie,2020-03-29 23:14:06,311,2,28,281
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,621,2,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,884,17,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,0,1,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,13,0,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,72,1,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,66,0,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,135,0,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,1,0,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,122,0,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,1355,21,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,11,0,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,2840,22,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,0,0,466,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,156,0,0,0
C-Canada,,Amérique du Nord,2020-03-29 23:13:52,4,0,0,0
C-China,,Asie,2020-03-08 05:19:01,990,6,984,0
C-China,,Asie,2020-03-29 14:07:35,577,8,412,157
C-China,,Asie,2020-03-29 00:14:12,579,6,570,3
C-China,,Asie,2020-03-29 00:57:01,338,1,295,42
C-China,,Asie,2020-03-29 14:25:46,138,2,125,11
C-China,,Asie,2020-03-29 02:09:01,1475,8,1349,118
C-China,,Asie,2020-03-20 04:33:45,254,2,250,2
C-China,,Asie,2020-03-18 01:37:43,146,2,144,0
C-China,,Asie,2020-03-24 04:29:15,168,6,168,-6
C-China,,Asie,2020-03-23 01:53:35,319,6,310,3
C-China,,Asie,2020-03-26 00:15:39,484,13,469,2
C-China,,Asie,2020-03-29 01:44:01,1276,22,1251,3
C-China,,Asie,2020-03-29 09:40:45,641,4,112,525
C-China,,Asie,2020-03-29 14:07:35,67801,3182,62570,2049
C-China,,Asie,2020-03-14 08:25:05,1018,4,1014,0
C-China,,Asie,2020-03-29 00:51:02,95,1,74,20
C-China,,Asie,2020-03-29 02:00:03,644,0,631,13
C-China,,Asie,2020-03-29 01:57:02,937,1,934,2
C-China,,Asie,2020-03-29 00:28:20,98,1,92,5
C-China,,Asie,2020-03-29 04:59:27,134,2,124,8
C-China,,Asie,2020-03-28 15:17:10,37,0,10,27
C-China,,Asie,2020-03-16 08:47:05,75,0,75,0
C-China,,Asie,2020-02-23 11:19:02,18,0,18,0
C-China,,Asie,2020-03-26 02:14:25,253,3,242,8
C-China,,Asie,2020-03-27 07:48:45,772,7,752,13
C-China,,Asie,2020-03-29 02:09:01,492,5,334,153
C-China,,Asie,2020-03-29 00:20:15,136,0,133,3
C-China,,Asie,2020-03-29 01:49:02,550,3,536,11
C-China,,Asie,2020-03-29 06:13:12,166,3,133,30
C-China,,Asie,2020-02-23 11:19:02,1,0,1,0
C-China,,Asie,2020-03-08 05:31:02,76,3,73,0
C-China,,Asie,2020-03-26 23:16:51,180,2,172,6
C-China,,Asie,2020-03-29 02:22:01,1254,1,1225,28
C-Denmark,,Europe,2020-03-29 23:08:13,159,0,70,89
C-Denmark,,Europe,2020-03-29 23:08:13,10,0,2,8
C-Denmark,,Europe,2020-03-29 23:08:13,2395,72,1,2322
C-France,,Europe,2020-03-29 23:08:13,28,0,6,22
C-France,,Europe,2020-03-29 23:08:13,30,0,0,30
C-France,,Europe,2020-03-29 23:08:13,106,4,17,85
C-France,,Europe,2020-03-29 23:08:13,93,1,0,92
C-France,,Europe,2020-03-29 23:08:13,63,0,0,63
C-France,,Europe,2020-03-29 23:08:13,15,0,0,15
C-France,,Europe,2020-03-29 23:08:13,183,0,1,182
C-France,,Europe,2020-03-29 23:08:13,5,0,0,5
C-France,,Europe,2020-03-29 23:08:13,11,0,0,11
C-France,,Europe,2020-03-29 23:08:13,40174,2606,7202,30366
C-Netherlands,,Europe,2020-03-29 23:08:13,50,0,1,49
C-Netherlands,,Europe,2020-03-29 23:08:13,8,1,2,5
C-Netherlands,,Europe,2020-03-29 23:08:13,6,0,0,6
C-Netherlands,,Europe,2020-03-29 23:08:13,10866,771,250,9845
C-United Kingdom,,Europe,2020-03-29 23:08:13,2,0,0,2
C-United Kingdom,,Europe,2020-03-29 23:08:13,22,0,2,20
C-United Kingdom,,Europe,2020-03-29 23:08:13,2,0,0,2
C-United Kingdom,,Europe,2020-03-29 23:08:13,8,1,0,7
C-United Kingdom,,Europe,2020-03-29 23:08:13,108,2,0,106
C-United Kingdom,,Europe,2020-03-29 23:08:13,65,0,14,51
C-United Kingdom,,Europe,2020-03-29 23:08:13,42,0,0,42
C-United Kingdom,,Europe,2020-03-29 23:08:13,5,0,0,5
