Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-04-07 23:04:49,423,14,18,391
Albania,Albanie,Europe,2020-04-07 23:04:49,383,22,131,230
Algeria,Algérie,Afrique,2020-04-07 23:04:49,1468,193,113,1162
Andorra,Andorre,Europe,2020-04-07 23:04:49,545,22,39,484
Angola,Angola,Afrique,2020-04-07 23:04:49,17,2,2,13
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-04-07 23:04:49,19,1,0,18
Arab Republic of Egypt,Égypte,Afrique,2020-04-07 23:04:49,1450,94,276,1080
Argentina,Argentine,Amérique du Sud,2020-04-07 23:04:49,1628,56,338,1234
Armenia,Arménie,Asie,2020-04-07 23:04:49,853,8,87,758
Australia,Australie,Océanie,2020-04-07 23:04:49,5895,45,1080,4770
Austria,Autriche,Europe,2020-04-07 23:04:49,12639,243,4046,8350
Azerbaijan,Azebaïdjan,Asie,2020-04-07 23:04:49,717,8,44,665
Bahrain,Bahrein,Asie,2020-04-07 23:04:49,811,5,458,348
Bangladesh,Bangladesh,Asie,2020-04-07 23:04:49,164,17,33,114
Barbados,Barbados,Amérique Centrale,2020-04-07 23:04:49,63,3,6,54
Belarus,Biélorusse,Europe,2020-04-07 23:04:49,861,13,54,794
Belgium,Belgique,Europe,2020-04-07 23:04:49,22194,2035,4157,16002
Belize,Belize,Amérique Centrale,2020-04-07 23:04:49,7,1,0,6
Benin,Bénin,Afrique,2020-04-07 23:04:49,26,1,5,20
Bhutan,Bhoutan,Asie,2020-04-07 23:04:49,5,0,2,3
Bolivia,Bolivie,Amérique du Sud,2020-04-07 23:04:49,194,14,2,178
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-04-07 23:04:49,764,33,68,663
Botswana,Botswana,Afrique,2020-04-07 23:04:49,6,1,0,5
Brazil,Brésil,Amérique du Sud,2020-04-07 23:04:49,14034,686,127,13221
Brunei Darussalam,Brunei,Asie,2020-04-07 23:04:49,135,1,85,49
Bulgaria,Bulgarie,Europe,2020-04-07 23:04:49,577,23,42,512
Burkina Faso,Burkina Faso,Afrique,2020-04-07 23:04:49,384,19,127,238
Burundi,Burundi,Afrique,2020-04-07 23:04:49,3,0,0,3
Cambodia,Cambodge,Asie,2020-04-07 23:04:49,115,0,58,57
Cameroon,Cameroun,Afrique,2020-04-07 23:04:49,658,9,43,606
Canada,Canada,Amérique du Nord,2020-04-07 23:04:49,17872,375,3791,0
Cape Verde,Cap Vert,Afrique,2020-04-07 23:04:49,7,1,1,5
Central African Republic,République d’Afrique Centrale,Afrique,2020-04-07 23:04:49,8,0,0,8
Chad,Tchad,Afrique,2020-04-07 23:04:49,10,0,2,8
Chile,Chili,Amérique du Sud,2020-04-07 23:04:49,5116,43,898,4175
China,Chine,Asie,2020-04-07 23:04:49,82718,3335,77410,1973
Colombia,Colombie,Amérique du Sud,2020-04-07 23:04:49,1780,50,100,1630
Congo,Congo,Afrique,2020-04-07 23:04:49,45,5,2,38
Costa Rica,Costa Rica,Amérique du Sud,2020-04-07 23:04:49,483,2,24,457
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-04-07 23:04:49,349,3,41,305
Croatia,Croatie,Europe,2020-04-07 23:04:49,1282,18,167,1097
Cuba,Cuba,Amérique Centrale,2020-04-07 23:04:49,396,11,27,358
Cyprus,Chypre,Europe,2020-04-07 23:04:49,494,9,47,438
Czech Republic,République Tchèque,Europe,2020-04-07 23:04:49,5017,88,172,4757
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-04-07 23:04:49,180,18,9,153
Denmark,Danemark,Europe,2020-04-07 23:04:49,5266,203,1621,3442
Diamond Princess,Diamond Princess,,2020-04-07 23:04:49,712,11,619,82
Djibouti,Djibouti,Afrique,2020-04-07 23:04:49,90,0,9,81
Dominica,Dominique,Amérique Centrale,2020-04-07 23:04:49,15,0,1,14
Dominican Republic,République Dominicaine,Amérique Centrale,2020-04-07 23:04:49,1956,98,36,1822
Ecuador,Équateur,Amérique du Sud,2020-04-07 23:04:49,3747,191,100,3456
El Salvador,El Salvador,Amérique Centrale,2020-04-07 23:04:49,78,4,5,69
Equatorial Guinea,Guinée équatoriale,Afrique,2020-04-07 23:04:49,16,0,3,13
Eritrea,Erythrée,Afrique,2020-04-07 23:04:49,31,0,0,31
Estonia,Estonie,Europe,2020-04-07 23:04:49,1149,21,69,1059
Eswatini,Eswatini,Afrique,2020-04-07 23:04:49,10,0,4,6
