Country_Region,French Name,Continent,Last_Update,Confirmed,Deaths,Recovered,Active
Afghanistan,Afghanistan,Asie,2020-04-11 22:45:33,555,18,32,505
Albania,Albanie,Europe,2020-04-11 22:45:33,433,23,197,213
Algeria,Algérie,Afrique,2020-04-11 22:45:33,1825,275,460,1090
Andorra,Andorre,Europe,2020-04-11 22:45:33,601,26,71,504
Angola,Angola,Afrique,2020-04-11 22:45:33,19,2,4,13
Antigua and Barbuda,Antigua et Barduda,Amérique Centrale,2020-04-11 22:45:33,21,2,0,19
Arab Republic of Egypt,Égypte,Afrique,2020-04-11 22:45:33,1939,146,426,1367
Argentina,Argentine,Amérique du Sud,2020-04-11 22:45:33,1975,83,440,1452
Armenia,Arménie,Asie,2020-04-11 22:45:33,967,13,173,781
Australia,Australie,Océanie,2020-04-11 22:45:33,6303,57,1806,4440
Austria,Autriche,Europe,2020-04-11 22:45:33,13806,337,6604,6865
Azerbaijan,Azebaïdjan,Asie,2020-04-11 22:45:33,1058,11,200,847
Bahrain,Bahrein,Asie,2020-04-11 22:45:33,1040,6,555,479
Bangladesh,Bangladesh,Asie,2020-04-11 22:45:33,482,30,36,416
Barbados,Barbados,Amérique Centrale,2020-04-11 22:45:33,68,4,11,53
Belarus,Biélorusse,Europe,2020-04-11 22:45:33,2226,23,172,2031
Belgium,Belgique,Europe,2020-04-11 22:45:33,28018,3346,5986,18686
Belize,Belize,Amérique Centrale,2020-04-11 22:45:33,13,2,0,11
Benin,Bénin,Afrique,2020-04-11 22:45:33,35,1,5,29
Bhutan,Bhoutan,Asie,2020-04-11 22:45:33,5,0,2,3
Bolivia,Bolivie,Amérique du Sud,2020-04-11 22:45:33,275,20,2,253
Bosnia and Herzegovina,Bosnie Herzégovine,Europe,2020-04-11 22:45:33,946,37,139,770
Botswana,Botswana,Afrique,2020-04-11 22:45:33,13,1,0,12
Brazil,Brésil,Amérique du Sud,2020-04-11 22:45:33,20727,1124,173,19430
Brunei Darussalam,Brunei,Asie,2020-04-11 22:45:33,136,1,104,31
Bulgaria,Bulgarie,Europe,2020-04-11 22:45:33,661,28,62,571
Burkina Faso,Burkina Faso,Afrique,2020-04-11 22:45:33,484,27,155,302
Burundi,Burundi,Afrique,2020-04-11 22:45:33,5,0,0,5
Cambodia,Cambodge,Asie,2020-04-11 22:45:33,120,0,75,45
Cameroon,Cameroun,Afrique,2020-04-11 22:45:33,820,12,98,710
Canada,Canada,Amérique du Nord,2020-04-11 22:45:33,23316,654,6589,16073
Cape Verde,Cap Vert,Afrique,2020-04-11 22:45:33,8,1,1,6
Central African Republic,République d’Afrique Centrale,Afrique,2020-04-11 22:45:33,8,0,0,8
Chad,Tchad,Afrique,2020-04-11 22:45:33,11,0,2,9
Chile,Chili,Amérique du Sud,2020-04-11 22:45:33,6927,73,1864,4990
China,Chine,Asie,2020-04-11 22:45:33,83014,3343,77877,1794
Colombia,Colombie,Amérique du Sud,2020-04-11 22:45:33,2709,100,214,2395
Congo,Congo,Afrique,2020-04-11 22:45:33,60,5,5,50
Costa Rica,Costa Rica,Amérique du Sud,2020-04-11 22:45:33,577,3,49,525
Côte d'Ivoire,Cote d’Ivoire,Afrique,2020-04-11 22:45:33,533,4,58,471
Croatia,Croatie,Europe,2020-04-11 22:45:33,1534,21,323,1190
Cuba,Cuba,Amérique Centrale,2020-04-11 22:45:33,620,16,77,527
Cyprus,Chypre,Europe,2020-04-11 22:45:33,616,10,61,545
Czech Republic,République Tchèque,Europe,2020-04-11 22:45:33,5831,129,411,5291
Democratic Republic of Congo,République Démocratique du Congo,Afrique,2020-04-11 22:45:33,223,20,16,187
Denmark,Danemark,Europe,2020-04-11 22:45:33,6191,260,2111,3820
Diamond Princess,Diamond Princess,,2020-04-11 22:45:33,712,11,619,82
Djibouti,Djibouti,Afrique,2020-04-11 22:45:33,187,2,36,149
Dominica,Dominique,Amérique Centrale,2020-04-11 22:45:33,16,0,5,11
Dominican Republic,République Dominicaine,Amérique Centrale,2020-04-11 22:45:33,2759,135,108,2516
Ecuador,Équateur,Amérique du Sud,2020-04-11 22:45:33,7257,315,411,6531
El Salvador,El Salvador,Amérique Centrale,2020-04-11 22:45:33,118,6,19,93
Equatorial Guinea,Guinée équatoriale,Afrique,2020-04-11 22:45:33,18,0,3,15
Eritrea,Erythrée,Afrique,2020-04-11 22:45:33,34,0,0,34
Estonia,Estonie,Europe,2020-04-11 22:45:33,1304,24,93,1187
Eswatini,Eswatini,Afrique,2020-04-11 22:45:33,12,0,7,5
Ethiopia,Ethiopie,Afrique,2020-04-11 22:45:33,69,3,10,56
Fiji,Iles Fidji,Amérique Centrale,2020-04-11 22:45:33,16,0,0,16
Finland,Finlande,Europe,2020-04-11 22:45:33,2905,49,300,2556
France,France,Europe,2020-04-11 22:45:33,130727,13851,26663,90213
Gabon,Gabon,Afrique,2020-04-11 22:45:33,46,1,1,44
Georgia,Géorgie,Asie,2020-04-11 22:45:33,242,3,60,179
Germany,Allemagne,Europe,2020-04-11 22:45:33,124908,2736,57400,64772
Ghana,Ghana,Afrique,2020-04-11 22:45:33,408,8,4,396
Greece,Grèce,Europe,2020-04-11 22:45:33,2081,93,269,1719
Grenada,Grenade,Amérique Centrale,2020-04-11 22:45:33,14,0,0,14
